Dates,Price,Year,Month
6/24/2020,107,2020,June
6/26/2020,106,2020,June
6/29/2020,104,2020,June
6/30/2020,104,2020,June
7/1/2020,106,2020,July
7/2/2020,106,2020,July
7/3/2020,106,2020,July
7/7/2020,106,2020,July
7/8/2020,104,2020,July
7/9/2020,106,2020,July
7/10/2020,106,2020,July
7/13/2020,106,2020,July
7/14/2020,107,2020,July
7/22/2020,112,2020,July
7/23/2020,114,2020,July
7/24/2020,117,2020,July
7/27/2020,117,2020,July
7/28/2020,118,2020,July
7/29/2020,117,2020,July
7/30/2020,117,2020,July
7/31/2020,117,2020,July
8/3/2020,117,2020,August
8/17/2020,120,2020,August
8/18/2020,120,2020,August
8/19/2020,118,2020,August
8/20/2020,120,2020,August
8/24/2020,119,2020,August
8/25/2020,120,2020,August
8/26/2020,120,2020,August
8/27/2020,121,2020,August
8/28/2020,121,2020,August
8/31/2020,118,2020,August
9/1/2020,118,2020,September
9/8/2020,121,2020,September
9/9/2020,120,2020,September
9/14/2020,120,2020,September
9/15/2020,120,2020,September
9/16/2020,117,2020,September
9/18/2020,117,2020,September
9/21/2020,117,2020,September
9/22/2020,115,2020,September
9/23/2020,114,2020,September
9/24/2020,114,2020,September
9/28/2020,115,2020,September
9/29/2020,116,2020,September
9/30/2020,114,2020,September
10/1/2020,113,2020,October
10/5/2020,111,2020,October
10/6/2020,111,2020,October
10/7/2020,109,2020,October
10/8/2020,109,2020,October
10/9/2020,107,2020,October
10/12/2020,108,2020,October
10/13/2020,108,2020,October
10/14/2020,107,2020,October
10/15/2020,107,2020,October
10/16/2020,109,2020,October
10/19/2020,110,2020,October
10/20/2020,110,2020,October
10/21/2020,110,2020,October
10/22/2020,110,2020,October
10/23/2020,109,2020,October
10/26/2020,111,2020,October
10/28/2020,112,2020,October
10/29/2020,115,2020,October
11/2/2020,114,2020,November
11/3/2020,115,2020,November
11/4/2020,115,2020,November
11/6/2020,113,2020,November
11/9/2020,115,2020,November
11/10/2020,116,2020,November
11/11/2020,115,2020,November
11/13/2020,119,2020,November
11/16/2020,121,2020,November
11/17/2020,121,2020,November
11/18/2020,123,2020,November
11/19/2020,121,2020,November
11/20/2020,120,2020,November
11/23/2020,119,2020,November
11/24/2020,118,2020,November
11/25/2020,118,2020,November
11/26/2020,115,2020,November
12/1/2020,120,2020,December
12/3/2020,117,2020,December
12/4/2020,115,2020,December
12/7/2020,116,2020,December
12/8/2020,115,2020,December
12/10/2020,115,2020,December
12/11/2020,114,2021,December
12/14/2020,115,2022,December
12/15/2020,115,2023,December
12/16/2020,117,2024,December
12/17/2020,117,2025,December
12/21/2020,118,2026,December
12/22/2020,117,2027,December
12/23/2020,118,2028,December
12/24/2020,118,2029,December
12/29/2020,118,2030,December
12/30/2020,118,2031,December
1/1/2021,117,2021,January
1/5/2021,117,2021,January
1/6/2021,116,2021,January
1/7/2021,116,2021,January
1/8/2021,115,2021,January
1/11/2021,114,2021,January
1/13/2021,112,2021,January
1/15/2021,113,2021,January
1/18/2021,113,2021,January
1/19/2021,115,2021,January
1/21/2021,114,2021,January
1/22/2021,114,2021,January
1/28/2021,113,2021,January
1/29/2021,113,2021,January
2/1/2021,113,2021,February
2/2/2021,113,2021,February
2/3/2021,114,2021,February
2/4/2021,113,2021,February
2/5/2021,115,2021,February
2/8/2021,116,2021,February
2/9/2021,116,2021,February
2/10/2021,115,2021,February
2/11/2021,116,2021,February
2/12/2021,116,2021,February
2/18/2021,116,2021,February
2/19/2021,116,2021,February
2/22/2021,117,2021,February
2/23/2021,116,2021,February
2/24/2021,119,2021,February
2/25/2021,122,2021,February
2/26/2021,122,2021,February
3/1/2021,125,2021,March
3/2/2021,125,2021,March
3/3/2021,130,2021,March
3/9/2021,117,2021,March
3/10/2021,115,2021,March
3/22/2021,117,2021,March
3/23/2021,116,2021,March
3/24/2021,118,2021,March
3/25/2021,116,2021,March
3/29/2021,115,2021,March
3/31/2021,117,2021,March
4/5/2021,117,2021,April
4/8/2021,118,2021,April
4/9/2021,118,2021,April
4/12/2021,120,2021,April
4/15/2021,122,2021,April
4/19/2021,122,2021,April
4/20/2021,122,2021,April
4/22/2021,125,2021,April
4/26/2021,125,2021,April
4/27/2021,125,2021,April
5/6/2021,128,2021,May
5/7/2021,132,2021,May
5/14/2021,131,2021,May
5/17/2021,127,2021,May
5/20/2021,129,2021,May
5/22/2021,126,2021,May
5/26/2021,126,2021,May
5/27/2021,128,2021,May
5/28/2021,129,2021,May
5/29/2021,129,2021,May
6/1/2021,136,2021,June
6/2/2021,136,2021,June
6/4/2021,135,2021,June
6/8/2021,138,2021,June
6/10/2021,135,2021,June
6/11/2021,135,2021,June
6/14/2021,136,2021,June
6/15/2021,135,2021,June
6/16/2021,136,2021,June
6/17/2021,139,2021,June
6/18/2021,137,2021,June
6/22/2021,138,2021,June
6/23/2021,137,2021,June
6/24/2021,138,2021,June
6/25/2021,140,2021,June
6/28/2021,140,2021,June
6/30/2021,145,2021,June
